monthly_income,rent,food,emi,transport,subscriptions,savings,emergency_fund_months,dependents,health_label
4090,1328,997,555,279,191,1119,5,3,At Risk
2229,616,286,413,182,22,450,10,2,Stable
8486,2734,1413,2108,463,293,2751,7,0,At Risk
1603,430,227,143,115,24,279,4,2,Stable
1504,336,328,378,66,61,187,5,1,At Risk
12142,2242,2766,748,1024,266,4369,8,1,Stable
3004,842,511,380,146,57,872,6,1,Stable
2840,535,571,234,279,99,135,6,1,Stable
4639,1083,1069,22,166,229,1784,3,1,Stable
7462,2351,1540,26,345,113,496,4,3,At Risk
4386,771,541,257,151,185,1619,8,2,Stable
2276,400,470,441,224,74,50,8,2,At Risk
4038,786,500,636,144,46,552,7,4,Stable
2969,773,588,283,165,56,874,10,4,Stable
10493,2102,1574,1397,539,367,3249,7,2,Stable
8973,2248,973,1819,449,236,459,2,0,Critical
2516,529,337,671,245,53,336,6,2,At Risk
7044,1769,1199,547,642,148,1285,1,0,Stable
3305,679,823,872,174,68,233,6,2,Critical
1264,437,174,155,97,43,281,5,1,Stable
3987,990,984,400,159,157,874,5,1,Stable
2798,835,432,477,191,78,408,1,2,At Risk
1603,465,391,171,145,53,637,3,0,At Risk
3788,939,922,330,360,166,991,10,4,Stable
1752,346,212,473,101,84,166,9,3,At Risk
2353,593,527,286,111,33,901,8,4,Stable
5030,1439,893,228,230,62,875,1,4,Stable
6456,1562,1310,837,481,78,1339,4,3,Stable
2502,416,541,217,143,83,546,9,3,Stable
3918,601,464,602,181,44,425,7,3,Stable
3599,775,791,693,263,85,54,3,0,At Risk
4110,739,597,19,304,180,645,10,2,Stable
10150,3362,2130,2398,355,146,2808,2,4,At Risk
2296,425,427,322,225,106,438,7,1,Stable
4116,941,834,669,253,116,558,6,2,Stable
3461,1012,669,142,298,119,775,9,1,Stable
2210,691,489,289,118,104,520,7,2,Stable
4256,1045,996,628,334,89,1508,9,4,Stable
11260,2096,1884,138,608,541,1276,11,4,Stable
2415,493,383,127,105,110,175,2,0,Stable
3877,906,528,427,253,163,892,10,0,Stable
2701,602,599,145,96,27,851,4,1,Stable
11047,2427,2707,1061,745,410,2522,0,0,Stable
2486,438,321,655,103,105,173,11,0,At Risk
2878,957,485,539,93,73,1089,11,0,Stable
2690,419,579,443,224,133,285,5,2,Stable
2057,489,401,521,148,36,523,0,2,At Risk
2171,751,482,154,169,92,497,1,3,Stable
1491,420,152,436,147,48,249,8,4,At Risk
4961,1096,1174,326,347,139,1486,3,2,Stable
3078,551,336,454,156,126,774,5,1,Stable
1973,676,329,570,70,35,338,0,1,Critical
10282,1571,1453,1029,647,182,2552,7,3,Stable
3333,954,797,167,103,91,412,6,2,Stable
2465,803,348,301,106,91,907,11,4,Stable
3759,582,586,262,264,141,46,11,0,Stable
1716,506,400,385,156,22,253,11,4,Critical
3231,1130,583,892,299,81,232,10,2,Critical
7807,2169,1832,2006,597,84,537,0,3,Critical
2049,477,408,88,148,71,303,6,4,Stable
1788,580,200,510,118,45,691,6,2,At Risk
2358,615,389,520,135,82,278,8,1,At Risk
3544,1062,448,806,251,54,1009,7,2,Stable
4130,1105,453,681,250,152,58,3,2,At Risk
2451,386,382,274,215,72,297,3,1,Stable
3893,749,919,294,175,169,320,6,2,Stable
3669,608,431,517,200,150,916,7,4,Stable
2105,360,212,508,117,102,367,2,3,At Risk
1448,221,347,135,109,32,54,5,4,Stable
1355,317,243,361,122,60,498,4,3,At Risk
3618,671,664,158,239,153,383,2,0,Stable
4016,1289,960,59,378,52,1064,7,1,Stable
2915,874,597,439,87,104,786,5,2,Stable
1564,413,350,435,152,25,591,4,4,At Risk
10867,2692,2342,2724,1082,403,466,0,3,Critical
2794,562,535,115,104,131,798,10,0,Stable
7241,1773,1471,305,532,121,1432,5,3,Stable
2259,628,415,64,82,40,452,3,3,Stable
1716,525,263,405,82,52,28,4,4,Critical
2535,421,362,251,88,45,867,10,1,Stable
3889,1134,491,388,346,136,165,7,2,At Risk
1680,501,257,466,143,35,627,5,1,At Risk
1707,446,318,328,88,69,262,6,2,Stable
8600,1658,1617,2400,609,336,1907,1,3,At Risk
3599,927,728,258,140,121,11,6,4,Stable
11361,2846,2634,2528,558,333,3575,8,0,At Risk
2078,509,410,58,163,86,475,10,1,Stable
1652,399,207,329,54,19,603,10,2,Stable
1268,218,131,164,66,40,154,7,1,Stable
3991,744,516,37,191,197,1450,8,0,Stable
2347,397,554,59,172,86,251,3,1,Stable
2034,403,376,573,145,25,513,6,1,Stable
1598,323,363,376,128,50,211,8,1,At Risk
2846,566,384,683,283,55,263,4,4,At Risk
3967,762,819,38,376,167,553,7,3,Stable
2063,612,432,463,118,54,456,9,2,At Risk
6671,2092,1477,54,317,288,1655,6,2,Stable
1411,303,254,120,120,21,103,10,2,Stable
5127,1081,1122,765,392,103,884,1,4,At Risk
2986,951,717,351,141,123,510,10,0,At Risk
3739,1027,910,158,164,70,1369,5,4,Stable
9732,2030,1156,2870,439,291,2483,2,4,At Risk
4062,1189,786,65,357,164,883,8,0,Stable
2493,545,291,511,208,38,851,7,4,Stable
12268,3279,2924,2911,560,201,948,11,2,Critical
3278,1142,797,273,234,93,261,4,4,At Risk
2343,492,409,286,153,75,259,10,2,Stable
4094,1376,998,103,223,73,381,1,3,At Risk
2346,502,504,253,134,96,739,2,0,Stable
4010,1034,819,418,320,140,1449,1,4,Stable
1925,465,360,17,111,69,539,2,4,Stable
2432,745,391,192,216,72,265,5,3,Stable
1962,318,479,545,169,85,425,0,3,At Risk
3938,1084,510,799,167,58,723,11,2,At Risk
3756,1134,827,16,302,104,459,0,2,At Risk
3264,797,506,507,292,58,1286,8,1,Stable
3622,619,771,378,312,156,421,5,0,Stable
3985,792,496,1177,134,177,977,4,4,Stable
11179,3196,1743,3181,369,174,1995,9,2,At Risk
3143,1034,760,647,205,75,145,11,4,Critical
3910,916,717,21,357,93,1206,8,1,Stable
1578,413,274,69,77,35,470,10,1,Stable
3141,614,668,715,125,98,434,3,4,At Risk
5217,1212,848,941,159,156,718,1,2,Stable
2373,515,412,165,228,111,259,9,2,Stable
2126,597,391,69,107,44,686,6,3,Stable
3499,1213,869,384,249,166,521,3,0,At Risk
4160,1300,918,1094,350,96,710,5,0,Critical
1440,271,152,232,88,38,483,5,4,Stable
1769,469,384,154,143,44,382,9,3,Stable
1508,246,264,40,95,56,358,11,2,Stable
2904,579,390,157,214,68,1136,0,4,Stable
1403,258,319,175,119,43,64,7,1,At Risk
3316,719,466,753,292,43,339,6,0,At Risk
3286,939,486,478,219,131,445,9,0,At Risk
2689,671,294,379,112,69,455,9,3,Stable
1742,586,429,145,111,65,199,8,4,Stable
3380,650,741,253,256,136,709,3,2,Stable
3434,765,419,692,328,124,224,6,4,At Risk
2470,533,428,528,214,104,949,6,1,Stable
3005,592,452,866,242,139,178,7,4,At Risk
3156,1100,330,851,163,73,556,0,1,Critical
1538,349,367,270,143,37,296,8,3,At Risk
3105,1049,701,569,199,93,774,3,4,At Risk
9499,2166,2356,1115,352,378,3466,0,0,At Risk
2465,470,336,719,96,107,776,11,3,Stable
3949,686,809,1086,131,113,445,0,1,At Risk
2485,797,292,31,139,106,864,0,0,Stable
1867,292,307,208,107,72,609,6,3,Stable
3801,1303,862,457,215,70,1491,11,2,At Risk
1839,429,186,148,73,78,47,6,4,Stable
3071,612,528,406,221,111,941,6,4,Stable
3140,858,518,424,236,134,904,0,0,At Risk
2095,369,426,488,89,27,530,8,2,Stable
2181,358,295,595,208,47,721,10,1,Stable
5922,1868,746,937,552,266,2018,0,1,At Risk
2906,682,574,224,142,77,31,9,1,Stable
2279,578,447,366,169,111,883,4,1,Stable
3541,656,753,189,143,125,1188,9,3,Stable
3217,522,440,338,160,65,1080,11,4,Stable
2029,453,207,325,142,27,140,2,0,At Risk
1630,409,377,465,136,67,283,11,4,Critical
3737,1132,489,525,339,128,177,9,3,At Risk
10262,2567,1669,31,920,116,88,10,0,At Risk
1446,443,246,47,130,25,15,10,4,At Risk
3900,675,499,466,295,66,116,0,3,At Risk
5119,833,911,259,297,247,1971,11,2,Stable
2586,470,613,250,117,121,170,9,0,Stable
3477,1058,489,908,306,44,574,9,4,Critical
2105,635,374,434,71,84,790,6,4,At Risk
10616,1892,1553,2025,697,378,3427,10,3,Stable
2114,330,522,249,109,60,422,9,4,Stable
11680,3352,1554,2702,484,484,3609,8,3,Stable
1854,595,215,555,110,51,285,11,4,At Risk
3133,942,380,313,227,144,542,8,4,Stable
3249,619,503,650,128,37,544,3,4,At Risk
2833,755,518,171,255,119,319,11,3,Stable
3764,1134,753,111,137,54,391,0,2,At Risk
2663,535,490,775,158,123,825,6,1,Stable
5178,1323,1221,316,479,134,1535,0,3,Stable
8699,1851,1340,267,512,272,1979,11,1,Stable
1296,252,268,187,111,20,448,6,0,Stable
1553,534,217,324,141,49,255,3,2,At Risk
1409,468,284,0,46,62,325,6,0,Stable
11220,2683,2680,1344,986,355,854,7,4,At Risk
3243,575,800,456,158,83,985,8,2,Stable
3708,1096,776,548,128,92,161,7,0,At Risk
2452,493,591,295,201,48,273,0,2,At Risk
2390,439,482,109,218,99,804,3,2,Stable
3226,730,788,689,319,81,466,7,1,At Risk
2486,636,583,475,213,66,328,3,2,At Risk
2322,393,269,22,171,79,322,9,0,Stable
2326,614,398,420,213,99,926,11,2,Stable
7091,1085,1078,1601,610,294,1175,9,0,At Risk
3078,1010,320,116,178,76,222,11,4,Stable
3830,1279,651,876,345,149,1447,4,1,At Risk
2168,643,265,169,65,99,783,2,1,Stable
2524,614,266,513,164,125,230,6,2,At Risk
2697,542,449,541,151,89,536,2,3,At Risk
2956,883,398,501,196,85,89,2,4,At Risk
1788,601,429,119,135,29,376,3,2,Stable
2386,433,529,196,219,116,859,7,0,Stable
3725,905,906,528,124,67,701,10,0,At Risk
2700,575,626,21,141,33,698,0,3,Stable
2707,599,566,338,194,107,1065,3,3,Stable
3396,784,644,706,244,139,1090,5,4,Stable
3038,1034,333,2,214,145,144,4,3,At Risk
2943,593,411,652,211,141,1061,8,3,Stable
4003,994,827,517,387,165,1267,4,3,Stable
10505,3574,1682,1534,713,318,3741,11,1,Stable
2263,554,336,150,79,55,19,6,4,Stable
5866,1893,678,728,212,61,1515,8,3,Stable
2595,419,286,393,208,69,155,2,4,At Risk
2679,912,352,786,245,99,67,10,1,Critical
3814,715,858,708,288,163,17,6,2,At Risk
3525,1219,703,666,141,96,552,0,3,Critical
1680,310,253,502,167,77,490,1,2,At Risk
4799,1146,523,51,241,70,1430,7,4,Stable
1288,272,165,336,119,23,22,8,3,At Risk
1466,346,245,347,54,18,372,1,4,At Risk
1326,265,163,18,107,52,230,10,1,Stable
2053,704,440,272,124,29,357,4,3,At Risk
1760,371,384,273,151,67,187,9,0,At Risk
1845,517,222,18,88,77,52,10,3,Stable
2221,394,464,298,160,110,81,5,3,At Risk
1255,395,221,331,55,59,423,0,0,At Risk
3441,889,840,29,195,126,480,4,4,Stable
10702,3701,2334,2658,385,131,936,9,4,Critical
2416,566,453,607,186,32,94,1,2,Critical
1849,349,352,1,149,60,383,11,3,Stable
3628,795,460,989,277,119,897,4,0,Stable
2166,644,506,464,194,43,698,10,1,At Risk
9286,2616,1707,2618,332,133,1683,7,1,At Risk
2006,613,373,559,90,27,715,11,0,At Risk
3245,534,604,241,262,82,388,10,4,Stable
3270,870,462,507,125,111,243,2,3,At Risk
2844,956,630,417,201,32,217,8,1,Critical
3984,683,913,847,205,128,1240,2,1,At Risk
6795,1147,972,1186,341,211,1944,7,3,Stable
9411,2760,1564,2721,341,435,2086,0,4,At Risk
1642,349,208,248,80,18,496,3,2,Stable
2772,780,376,310,268,76,863,4,2,Stable
3902,1010,586,1161,353,114,840,10,2,Stable
8587,2981,2020,1529,491,363,2597,2,4,At Risk
2386,782,462,293,78,35,352,9,3,At Risk
10962,3130,2062,1163,789,128,3342,10,0,Stable
1740,352,421,369,128,79,493,2,2,At Risk
3357,679,734,895,183,128,1220,0,2,At Risk
2672,872,273,141,232,38,208,8,4,At Risk
8244,2201,978,921,669,206,2618,6,4,Stable
1820,560,249,35,96,25,305,0,4,Stable
3879,930,564,319,215,143,1032,0,0,Stable
1941,331,436,534,84,93,76,10,3,At Risk
3881,840,836,751,201,186,1003,6,1,Stable
3340,608,406,913,306,54,1052,0,1,At Risk
4902,1501,882,819,163,136,694,10,1,At Risk
8540,2477,993,2529,832,138,2183,11,0,At Risk
1302,218,163,248,66,54,135,9,0,Stable
3986,1093,543,862,334,88,305,4,3,At Risk
3244,1053,764,840,157,119,1052,6,0,At Risk
9269,2683,1435,986,562,313,1771,4,3,At Risk
11461,2890,2720,1018,669,471,2691,5,4,Stable
6882,1461,1463,357,453,97,236,11,0,Stable
2452,802,520,519,185,98,523,8,0,At Risk
3614,847,796,887,164,116,674,3,1,At Risk
5003,1606,572,583,258,249,1230,0,2,Stable
2975,912,661,0,275,97,183,0,0,Critical
3112,974,429,847,136,83,1028,5,0,Stable
2172,755,537,471,107,85,805,1,3,Critical
2212,663,502,587,179,60,149,9,2,Critical
10299,1614,2569,2711,461,299,3327,4,1,Stable
2751,525,661,405,188,132,920,3,0,Stable
2424,380,373,548,121,85,370,1,4,At Risk
1461,274,352,371,84,25,341,2,2,At Risk
2593,420,387,34,227,54,237,4,0,Stable
10240,2563,2036,2493,487,185,2817,5,3,Stable
2362,367,526,354,72,110,166,4,0,At Risk
1314,321,206,140,98,35,425,3,1,Stable
2430,801,317,124,226,99,471,8,2,Stable
2507,751,587,169,179,110,701,7,4,Stable
1466,496,169,349,100,44,61,6,0,Critical
9710,1896,1502,2516,337,306,2540,4,2,Stable
3442,881,623,994,136,96,516,4,0,At Risk
7749,1656,1710,340,358,154,2289,9,2,Stable
9072,2256,2089,1402,274,183,3071,5,4,Stable
11034,2884,1950,3035,644,483,1970,1,4,At Risk
1931,303,359,127,131,51,432,9,3,Stable
1596,313,364,115,103,59,542,3,2,Stable
8305,2416,1412,1352,417,368,2672,11,3,Stable
3574,1088,657,612,145,54,640,8,3,At Risk
11855,3128,1218,682,1170,556,1828,5,2,Stable
3515,717,852,547,243,151,401,10,2,At Risk
9689,2238,1792,2649,440,246,1083,11,2,At Risk
10101,1709,2112,1769,857,359,1710,0,1,At Risk
3328,1133,456,783,209,91,205,8,4,Critical
3470,1123,688,806,155,122,185,3,2,Critical
8124,1325,1372,939,660,349,1359,11,2,Stable
9440,1730,1103,2231,769,266,1392,1,3,At Risk
10019,2667,2249,2490,901,191,16,1,4,Critical
3648,716,824,464,118,126,98,10,2,At Risk
2338,787,256,551,149,106,663,5,2,At Risk
3489,1050,553,1039,211,123,830,2,4,At Risk
2085,426,296,394,197,103,493,0,1,Stable
11148,1685,1978,832,646,371,3051,2,0,Stable
1326,410,229,333,124,53,500,2,2,At Risk
3220,756,639,115,315,71,621,6,2,Stable
2571,715,352,385,250,29,66,5,0,At Risk
3478,721,463,936,330,47,261,5,3,At Risk
1361,243,283,264,62,29,11,4,0,At Risk
3516,1002,866,1025,289,170,1083,6,1,At Risk
3607,865,872,424,223,156,555,4,0,At Risk
5074,999,1110,803,442,72,877,2,4,At Risk
3377,599,371,369,321,48,632,8,3,Stable
1275,339,172,250,96,59,458,4,2,Stable
3742,1104,761,341,332,57,1130,2,4,Stable
2491,515,359,202,148,95,416,7,3,Stable
3513,1043,558,779,304,143,1016,9,3,At Risk
8570,1599,2082,2508,361,235,2071,10,1,Stable
7702,1676,869,395,238,233,2921,5,2,Stable
11727,3506,2687,3072,817,198,3260,5,4,At Risk
1720,485,184,483,125,66,531,9,4,Stable
1710,349,257,394,103,29,158,5,1,At Risk
4036,703,739,477,199,106,1170,0,0,Stable
1427,226,218,26,84,40,360,1,3,Stable
2538,806,618,22,89,103,163,7,3,At Risk
2633,434,462,470,138,116,1025,3,1,Stable
1995,345,419,471,163,77,728,11,0,Stable
6231,1230,1279,569,522,97,224,4,0,Stable
3895,931,877,519,257,89,1326,4,0,Stable
2833,872,650,213,130,116,1007,3,4,Stable
12269,2447,2085,2989,613,171,3784,11,1,Stable
9688,2506,2222,2324,535,258,2751,8,3,At Risk
4137,695,819,910,262,176,457,4,0,At Risk
3047,740,618,773,154,72,1194,2,3,At Risk
11186,2075,1409,520,551,146,300,8,4,Stable
2080,399,284,278,132,44,809,7,4,Stable
2508,560,509,613,138,110,553,0,2,At Risk
1990,601,278,570,160,26,603,6,1,At Risk
1301,388,225,314,129,38,259,11,2,At Risk
9160,2134,1589,2455,299,114,448,2,1,Critical
3721,646,502,21,260,91,1214,7,0,Stable
5570,1148,1030,1266,252,198,1013,5,1,At Risk
3388,850,625,143,217,166,287,5,0,Stable
8864,2870,1057,1977,560,345,1551,10,4,At Risk
3322,1141,522,71,256,163,913,6,1,Stable
2558,709,396,226,212,72,34,3,0,At Risk
3417,752,629,699,269,121,8,6,0,At Risk
3293,950,699,191,178,104,304,10,3,At Risk
8550,1857,878,2012,285,185,2815,1,2,At Risk
3224,886,386,85,162,118,148,0,1,At Risk
3859,766,560,959,336,179,555,7,4,At Risk
11875,2415,2631,2030,718,464,3151,8,1,Stable
4660,769,801,25,367,144,189,3,0,Stable
6760,1582,1194,514,496,310,1677,5,0,Stable
4063,1111,655,588,314,183,390,6,0,At Risk
6232,1917,1011,1201,514,252,147,9,2,At Risk
2659,829,655,537,241,97,430,11,3,Critical
1493,520,350,400,66,67,404,10,4,Critical
1823,305,380,239,60,48,717,3,2,Stable
9110,2264,1353,34,602,115,2007,7,4,Stable
2117,538,374,169,198,39,712,11,3,Stable
12062,3750,2453,336,477,523,2243,2,3,Stable
2381,483,379,598,226,53,22,10,3,At Risk
3876,635,692,174,350,166,137,4,0,Stable
3671,781,447,394,357,111,992,0,2,Stable
3817,1323,435,166,192,108,68,6,4,At Risk
2485,819,310,385,146,30,580,11,1,Stable
3814,873,813,223,336,112,423,9,4,Stable
2300,748,295,527,113,36,693,4,0,At Risk
1341,209,320,197,131,60,282,0,3,Stable
1942,413,301,288,75,42,690,2,2,Stable
7810,2306,979,2228,417,168,1734,1,1,At Risk
7339,1425,1642,707,456,186,1275,6,3,Stable
11644,2208,1961,1329,513,183,585,0,0,At Risk
2019,650,319,358,68,36,239,8,3,At Risk
1291,352,192,132,118,45,103,7,1,At Risk
3786,1316,566,941,197,183,1311,3,1,At Risk
1597,282,318,261,111,71,339,7,1,Stable
1710,378,309,1,73,37,137,6,4,Stable
2508,532,426,242,204,106,345,11,0,Stable
8843,2883,1477,1324,329,240,179,11,3,At Risk
3592,722,435,841,286,156,823,9,3,Stable
4118,908,923,914,310,169,113,11,0,Critical
3794,677,906,762,271,188,841,11,4,Stable
8047,2454,1773,2013,626,197,2078,2,2,At Risk
11013,2175,1846,707,530,325,2770,9,0,Stable
2803,458,689,386,202,134,346,8,1,Stable
10211,2420,1968,1656,330,428,86,7,0,At Risk
11815,2697,2553,3450,567,544,108,2,3,Critical
7459,1383,1575,2184,552,260,166,1,3,Critical
9852,1741,2031,1469,601,166,858,2,3,At Risk
1756,578,344,74,55,46,266,5,2,Stable
1520,248,200,404,108,17,570,3,4,Stable
3167,537,456,25,279,86,919,2,4,Stable
2749,547,640,372,82,32,779,11,1,Stable
1251,426,158,186,97,60,446,11,1,Stable
8281,1383,1016,365,377,164,2661,2,0,Stable
2430,761,346,270,90,78,765,4,0,Stable
2929,961,452,590,198,29,178,6,0,Critical
3949,890,722,827,294,100,1024,7,2,Stable
2308,481,440,539,78,111,322,8,4,At Risk
1645,469,359,282,53,73,605,6,2,Stable
3776,1097,419,332,337,138,11,3,4,Stable
3370,1031,442,12,116,140,789,2,3,Stable
3630,1147,638,659,115,120,1125,0,2,At Risk
7279,1482,1001,1229,368,87,1591,10,4,Stable
11529,3313,2663,2192,988,403,3725,7,2,At Risk
2081,368,407,581,149,55,789,6,1,Stable
2798,705,485,199,240,112,790,10,3,Stable
2097,571,209,444,73,42,640,7,3,Stable
3932,716,899,236,239,99,697,10,2,Stable
11156,1844,1886,2630,895,120,3141,0,2,At Risk
2565,484,460,23,204,114,735,4,1,Stable
1399,327,286,112,109,40,363,6,0,Stable
2525,827,607,195,233,76,866,11,1,Stable
1298,332,160,330,64,50,187,9,3,At Risk
3777,1131,418,620,153,97,567,10,1,Stable
10411,1924,1231,1291,464,302,4114,10,3,Stable
2240,383,472,164,130,23,257,8,1,Stable
3501,692,417,339,146,114,203,2,3,Stable
3014,641,527,652,276,149,505,9,2,At Risk
3395,881,699,865,198,34,1180,9,4,At Risk
2356,768,487,65,230,68,150,3,3,At Risk
2455,577,395,10,214,121,822,5,3,Stable
10945,2777,2241,1802,749,325,2615,8,0,Stable
10130,1528,2456,2545,644,340,348,8,0,At Risk
1871,293,194,12,92,46,303,4,3,Stable
2124,354,426,368,191,79,402,10,2,Stable
1338,387,238,327,75,47,260,4,0,At Risk
6581,1627,867,223,425,117,2117,10,4,Stable
3341,630,488,362,137,129,655,6,0,Stable
10425,2799,2351,315,360,451,258,5,0,At Risk
3029,784,569,34,172,137,1029,6,2,Stable
1755,294,179,260,96,24,5,9,4,At Risk
6638,1845,1625,1323,647,284,68,6,4,Critical
3065,930,612,848,149,139,945,10,4,At Risk
3640,754,605,336,181,150,1334,9,3,Stable
5076,1459,1049,396,335,170,1970,11,0,Stable
4146,787,541,774,173,68,723,11,0,Stable
1588,478,220,451,152,73,265,7,2,At Risk
2276,756,279,126,219,60,217,10,3,At Risk
1989,474,317,70,79,29,117,1,2,Stable
3933,782,927,995,266,190,1428,0,0,At Risk
3169,728,501,127,158,136,957,5,1,Stable
2322,464,332,303,178,115,684,5,2,Stable
2254,338,463,528,181,32,737,1,2,At Risk
2168,607,499,244,86,82,347,9,0,At Risk
1561,247,213,304,121,77,221,5,4,Stable
3182,611,703,756,246,99,176,7,3,At Risk
1541,453,224,249,83,62,357,0,2,Stable
3468,981,475,208,237,138,850,8,3,Stable
1727,284,295,116,69,19,238,0,3,Stable
8723,2459,959,2574,540,395,2071,8,4,Stable
1521,511,348,370,81,62,118,10,2,Critical
8582,1415,1983,822,569,184,1493,11,0,Stable
1652,385,333,88,70,49,409,8,4,Stable
1415,418,205,119,71,53,514,6,4,Stable
2669,756,333,657,185,72,257,2,3,Critical
2573,502,527,459,255,63,194,3,3,At Risk
1415,258,163,293,87,23,553,9,2,Stable
1687,517,272,332,91,80,247,5,4,At Risk
10523,3590,1192,2698,447,465,3216,5,0,Stable
3767,1143,617,1116,289,124,959,3,1,At Risk
3642,1247,437,688,261,160,892,1,2,Stable
4334,1174,454,786,305,184,1191,5,0,Stable
1831,614,306,61,59,28,170,4,0,At Risk
7793,2245,1442,2154,629,257,521,1,1,Critical
8498,2819,1409,159,586,420,1403,5,2,Stable
2017,367,254,410,67,82,573,7,2,Stable
3388,1060,378,754,230,49,1200,9,4,Stable
3207,607,381,319,249,115,812,6,1,Stable
9470,1472,1979,294,365,264,3659,10,0,Stable
3114,789,318,396,298,128,85,3,4,At Risk
5882,1256,1349,423,523,114,1801,3,2,Stable
3933,624,888,700,124,169,830,11,2,Stable
4128,1428,957,43,175,192,1183,4,4,Stable
3449,977,799,49,264,113,314,5,3,At Risk
2688,888,537,461,115,61,81,7,4,At Risk
3734,1306,848,154,315,150,241,1,3,At Risk
3012,687,631,324,155,146,1054,0,1,Stable
2901,582,420,761,261,95,529,11,0,At Risk
9052,1690,1930,67,318,375,766,7,3,Stable
3082,779,592,138,181,78,783,11,2,Stable
2175,589,226,590,209,69,503,2,4,At Risk
2018,493,439,230,91,24,623,3,0,Stable
11686,2657,2695,1285,794,161,2247,11,1,At Risk
3359,616,596,557,157,163,361,4,4,Stable
1573,374,272,207,84,76,191,11,4,Stable
3235,540,530,751,114,155,1001,11,1,Stable
5894,1903,1224,497,185,263,961,0,1,At Risk
8885,1416,1175,403,352,254,1136,10,3,Stable
2175,491,469,361,108,54,172,9,2,At Risk
3203,544,460,452,248,115,846,5,3,Stable
1720,524,239,185,130,18,378,6,3,Stable
3517,747,778,398,230,163,918,1,1,Stable
3032,523,382,828,183,54,1121,4,1,Stable
1859,476,426,442,117,90,676,1,2,At Risk
2169,722,535,130,146,33,827,1,1,Stable
2413,800,357,320,188,99,248,8,1,At Risk
3916,782,936,884,314,125,1152,0,1,At Risk
1709,502,316,265,157,63,430,7,1,Stable
1926,300,267,539,106,54,307,4,2,At Risk
6209,1095,1042,1325,272,65,837,0,2,At Risk
6291,1572,1384,265,350,223,2219,3,3,Stable
2451,479,490,293,158,98,713,0,3,Stable
1588,491,276,408,108,50,261,1,4,Critical
8067,2712,1118,970,715,131,2784,7,4,Stable
10240,1544,2138,1565,416,164,3549,6,3,Stable
4828,949,709,1180,387,48,834,10,0,At Risk
4291,1020,642,25,294,93,1383,8,4,Stable
9293,2440,1970,216,578,99,3427,8,0,Stable
10686,3560,1963,849,978,119,1154,7,2,Stable
2748,902,351,631,188,52,793,2,1,At Risk
2182,605,443,180,191,106,204,9,4,At Risk
2641,532,366,327,222,118,346,0,0,At Risk
3881,1190,830,400,205,129,1516,2,0,Stable
2136,406,366,512,160,106,255,2,3,At Risk
3629,1244,686,660,205,117,1434,2,3,At Risk
1250,188,237,81,73,20,33,7,0,Stable
7653,2020,933,2028,705,281,1847,7,2,Stable
5198,871,1026,17,278,61,1476,2,2,Stable
3050,706,701,382,286,75,693,0,2,At Risk
1448,401,338,346,128,63,521,7,0,At Risk
5634,1622,1145,777,552,136,1745,10,0,Stable
10274,3155,2520,866,419,448,3627,11,0,Stable
6487,1742,1230,1787,238,284,440,4,0,At Risk
7973,1596,1102,1597,258,98,1733,9,0,Stable
5102,1672,1015,829,485,232,1804,3,3,At Risk
2290,714,541,637,68,68,127,4,4,Critical
3319,604,510,905,101,158,692,11,1,Stable
1447,456,202,150,67,42,323,5,0,Stable
1455,501,356,152,106,38,49,8,3,Critical
3936,1092,846,347,140,114,330,6,2,At Risk
2383,491,256,202,149,92,151,8,0,Stable
7002,1899,1289,301,459,76,2690,10,4,Stable
4151,907,561,797,304,144,394,5,2,At Risk
2659,758,380,239,175,124,15,6,4,Stable
4157,1076,470,558,415,144,933,11,3,Stable
5658,1900,761,809,476,130,806,8,3,At Risk
2903,794,510,583,129,32,0,1,4,Critical
1841,354,205,455,73,19,722,11,2,Stable
7459,2200,1741,2168,263,198,2849,5,3,At Risk
4142,870,895,545,186,41,426,3,1,Stable
11304,2311,1777,2895,343,187,2725,9,0,Stable
2855,651,341,456,118,140,1038,7,3,Stable
8039,1225,2002,2253,590,102,1324,6,4,At Risk
4613,1586,851,1052,189,182,947,1,1,At Risk
3380,866,552,695,200,154,772,10,1,Stable
1362,414,176,170,118,15,93,7,2,At Risk
2081,419,271,189,191,100,63,10,1,Stable
2384,713,523,577,90,75,255,9,4,Critical
2018,531,359,351,153,37,286,6,1,At Risk
3978,934,984,93,203,89,312,1,4,At Risk
4951,1703,1202,646,332,243,1773,11,1,At Risk
4883,1214,639,212,165,110,1930,6,0,Stable
5041,1418,1259,41,336,197,242,8,1,At Risk
3216,492,797,957,263,66,569,0,0,At Risk
1507,316,331,245,48,46,120,7,1,At Risk
1465,480,232,357,133,34,551,7,1,At Risk
1987,599,265,268,157,74,735,4,4,Stable
3400,874,392,647,278,69,501,5,4,Stable
2873,948,309,853,162,57,794,3,4,At Risk
1838,454,410,360,115,44,694,6,3,Stable
2596,683,627,126,152,79,805,8,1,Stable
1389,314,299,327,111,38,193,7,0,At Risk
3388,928,724,944,141,106,860,1,4,At Risk
3602,770,584,348,129,79,1236,6,2,Stable
3794,861,744,254,286,72,938,2,1,Stable
9241,3172,1854,734,814,279,1285,11,1,Stable
2362,406,327,118,102,51,744,3,4,Stable
1750,299,368,111,140,86,661,5,0,Stable
1859,294,226,383,96,50,93,11,3,At Risk
4022,860,579,444,211,128,356,0,0,At Risk
